date,stock_id,HoldingSharesLevel,people,percent,unit
2016-07-15,0050,"200,001-400,000",55,1.27,15681500
2016-07-15,0050,"100,001-200,000",103,1.21,14938538
2016-07-15,0050,1-999,7094,0.13,1623492
2016-07-15,0050,"15,001-20,000",788,1.18,14639353
2016-07-15,0050,"1,000-5,000",33810,5.41,66828298
2016-07-15,0050,"400,001-600,000",17,0.65,8064000
2016-07-15,0050,"40,001-50,000",165,0.61,7642648
2016-07-15,0050,"50,001-100,000",275,1.59,19720506
2016-07-15,0050,"600,001-800,000",7,0.42,5214059
2016-07-15,0050,"5,001-10,000",4069,2.61,32250692
2016-07-15,0050,"more than 1,000,001",62,81.22,1001487682
2016-07-15,0050,total,48439,100.0,1233000000
2016-07-22,0050,"15,001-20,000",724,1.21,13454505
2016-07-22,0050,"600,001-800,000",2,0.13,1515000
2016-07-22,0050,"40,001-50,000",157,0.65,7287668
2016-07-22,0050,"10,001-15,000",1053,1.23,13614946
2016-07-22,0050,"50,001-100,000",256,1.65,18326506
2016-07-22,0050,"20,001-30,000",547,1.27,14092067
2016-07-22,0050,"100,001-200,000",103,1.36,15090000
2016-07-22,0050,"800,001-1,000,000",6,0.48,5395000
2016-07-22,0050,"200,001-400,000",51,1.28,14221559
2016-07-22,0050,"30,001-40,000",266,0.86,9562634
2016-07-22,0050,"5,001-10,000",3783,2.7,29929499
2016-07-22,0050,1-999,7038,0.14,1595359
2016-07-22,0050,"1,000-5,000",31903,5.67,62733555
2016-07-22,0050,"400,001-600,000",14,0.59,6548000
2016-07-22,0050,"more than 1,000,001",59,80.69,891633702
2016-07-22,0050,total,45962,100.0,1105000000
2016-07-29,0050,"400,001-600,000",14,0.9,6561000
2016-07-29,0050,"30,001-40,000",251,1.24,9035796
2016-07-29,0050,"40,001-50,000",151,0.96,6991668
2016-07-29,0050,"20,001-30,000",523,1.85,13439536
2016-07-29,0050,"50,001-100,000",241,2.39,17302594
2016-07-29,0050,"15,001-20,000",696,1.78,12922879
2016-07-29,0050,"100,001-200,000",97,1.99,14391000
2016-07-29,0050,1-999,6962,0.21,1567303
2016-07-29,0050,"600,001-800,000",3,0.3,2215000
2016-07-29,0050,"1,000-5,000",31114,8.45,61095258
2016-07-29,0050,"200,001-400,000",51,1.96,14191500
2016-07-29,0050,"10,001-15,000",1017,1.81,13152157
2016-07-29,0050,"800,001-1,000,000",5,0.62,4495000
2016-07-29,0050,"5,001-10,000",3658,4.0,28989539
2016-07-29,0050,"more than 1,000,001",58,71.45,516649770
2016-07-29,0050,total,44841,100.0,723000000
2016-08-05,0050,"1,000-5,000",30880,7.37,60695904
2016-08-05,0050,"30,001-40,000",242,1.05,8716809
2016-08-05,0050,"40,001-50,000",152,0.85,6993962
2016-08-05,0050,"100,001-200,000",91,1.61,13263000
2016-08-05,0050,"50,001-100,000",241,2.1,17300506
2016-08-05,0050,"5,001-10,000",3625,3.49,28722617
2016-08-05,0050,1-999,6942,0.18,1557817
2016-08-05,0050,"20,001-30,000",534,1.67,13749644
2016-08-05,0050,"15,001-20,000",690,1.55,12806170
2016-08-05,0050,"200,001-400,000",50,1.7,14006500
2016-08-05,0050,"600,001-800,000",4,0.36,3000000
2016-08-05,0050,"800,001-1,000,000",5,0.54,4467000
2016-08-05,0050,"10,001-15,000",1004,1.57,12968668
2016-08-05,0050,"400,001-600,000",13,0.77,6336000
2016-08-05,0050,total,44529,100.0,822500000
2016-08-05,0050,"more than 1,000,001",56,75.12,617915403
2016-08-12,0050,"40,001-50,000",140,0.78,6482962
2016-08-12,0050,"10,001-15,000",952,1.49,12288089
2016-08-12,0050,"30,001-40,000",236,1.03,8507964
2016-08-12,0050,1-999,6919,0.18,1547988
2016-08-12,0050,"50,001-100,000",234,2.04,16826506
2016-08-12,0050,"100,001-200,000",88,1.54,12719000
2016-08-12,0050,"600,001-800,000",6,0.54,4476000
2016-08-12,0050,"800,001-1,000,000",5,0.56,4608000
2016-08-12,0050,"20,001-30,000",517,1.62,13345687
2016-08-12,0050,"5,001-10,000",3448,3.32,27351331
2016-08-12,0050,"1,000-5,000",29615,7.08,58218238
2016-08-12,0050,"400,001-600,000",12,0.7,5813000
2016-08-12,0050,"15,001-20,000",646,1.45,11977187
2016-08-12,0050,"200,001-400,000",51,1.71,14065500
2016-08-12,0050,total,42924,100.0,822000000
2016-08-12,0050,"more than 1,000,001",55,75.88,623791548
2016-08-19,0050,"100,001-200,000",86,1.52,12515000
2016-08-19,0050,"5,001-10,000",3357,3.24,26641881
2016-08-19,0050,"30,001-40,000",235,1.02,8453964
2016-08-19,0050,"10,001-15,000",916,1.44,11837702
2016-08-19,0050,"400,001-600,000",13,0.76,6285000
2016-08-19,0050,"15,001-20,000",642,1.44,11897826
2016-08-19,0050,"20,001-30,000",502,1.57,12950176
2016-08-19,0050,"40,001-50,000",134,0.75,6196668
2016-08-19,0050,"200,001-400,000",46,1.54,12724500
2016-08-19,0050,1-999,6856,0.18,1523539
2016-08-19,0050,"800,001-1,000,000",5,0.54,4504000
2016-08-19,0050,"50,001-100,000",238,2.07,17093800
2016-08-19,0050,"600,001-800,000",5,0.44,3627000
2016-08-19,0050,"1,000-5,000",29029,6.92,56962377
2016-08-19,0050,"more than 1,000,001",55,76.49,628789567
2016-08-19,0050,total,42119,100.0,822000000
2016-08-26,0050,"400,001-600,000",12,0.7,5762000
2016-08-26,0050,"50,001-100,000",235,2.06,16962800
2016-08-26,0050,"10,001-15,000",896,1.4,11565720
2016-08-26,0050,"100,001-200,000",85,1.49,12285000
2016-08-26,0050,"40,001-50,000",139,0.78,6432668
2016-08-26,0050,"5,001-10,000",3337,3.22,26552924
2016-08-26,0050,"30,001-40,000",224,0.98,8067964
2016-08-26,0050,"800,001-1,000,000",5,0.54,4447000
2016-08-26,0050,"20,001-30,000",507,1.58,13056176
2016-08-26,0050,"1,000-5,000",28794,6.86,56464673
2016-08-26,0050,"600,001-800,000",5,0.45,3714000
2016-08-26,0050,1-999,6828,0.18,1520773
2016-08-26,0050,"15,001-20,000",638,1.43,11809926
2016-08-26,0050,"200,001-400,000",50,1.7,14052500
2016-08-26,0050,"more than 1,000,001",53,76.57,629805876
2016-08-26,0050,total,41808,100.0,822500000
2016-09-02,0050,"5,001-10,000",3313,3.13,26339302
2016-09-02,0050,"15,001-20,000",636,1.4,11775523
2016-09-02,0050,"100,001-200,000",85,1.43,12074000
2016-09-02,0050,"50,001-100,000",232,2.0,16825800
2016-09-02,0050,"800,001-1,000,000",7,0.73,6179000
2016-09-02,0050,"200,001-400,000",45,1.5,12689500
2016-09-02,0050,1-999,6809,0.18,1514306
2016-09-02,0050,"30,001-40,000",226,0.96,8127602
2016-09-02,0050,"400,001-600,000",11,0.62,5273000
2016-09-02,0050,"1,000-5,000",28600,6.67,56078523
2016-09-02,0050,"40,001-50,000",137,0.75,6341668
2016-09-02,0050,"10,001-15,000",901,1.38,11637243
2016-09-02,0050,"20,001-30,000",507,1.54,13025176
2016-09-02,0050,"600,001-800,000",5,0.43,3695000
2016-09-02,0050,"more than 1,000,001",53,77.2,648924357
2016-09-02,0050,total,41567,100.0,840500000
2016-09-10,0050,"30,001-40,000",215,0.98,7724292
2016-09-10,0050,"10,001-15,000",881,1.45,11362789
2016-09-10,0050,"50,001-100,000",225,2.08,16334800
2016-09-10,0050,"40,001-50,000",139,0.82,6431668
2016-09-10,0050,"15,001-20,000",590,1.39,10922654
2016-09-10,0050,"200,001-400,000",48,1.74,13689500
2016-09-10,0050,"20,001-30,000",473,1.55,12174503
2016-09-10,0050,1-999,6844,0.19,1513479
2016-09-10,0050,"100,001-200,000",82,1.46,11510000
2016-09-10,0050,"5,001-10,000",3150,3.19,25045952
2016-09-10,0050,"800,001-1,000,000",7,0.81,6392000
2016-09-10,0050,"600,001-800,000",4,0.38,2984000
2016-09-10,0050,"400,001-600,000",11,0.67,5299000
2016-09-10,0050,"1,000-5,000",27392,6.84,53629516
2016-09-10,0050,total,40114,100.0,783000000
2016-09-10,0050,"more than 1,000,001",53,76.37,597985847
2016-09-14,0050,"15,001-20,000",622,1.51,11520493
2016-09-14,0050,"5,001-10,000",3218,3.35,25580234
2016-09-14,0050,"20,001-30,000",475,1.61,12276100
2016-09-14,0050,"1,000-5,000",28218,7.24,55166281
2016-09-14,0050,1-999,6841,0.19,1511073
2016-09-14,0050,"40,001-50,000",143,0.86,6614668
2016-09-14,0050,"800,001-1,000,000",5,0.6,4637000
2016-09-14,0050,"200,001-400,000",51,1.91,14588500
2016-09-14,0050,"30,001-40,000",220,1.03,7902292
2016-09-14,0050,"100,001-200,000",88,1.61,12301000
2016-09-14,0050,"50,001-100,000",219,2.09,15959800
2016-09-14,0050,"600,001-800,000",6,0.57,4402000
2016-09-14,0050,"10,001-15,000",896,1.51,11544165
2016-09-14,0050,"400,001-600,000",7,0.44,3401000
2016-09-14,0050,"more than 1,000,001",52,75.39,574095394
2016-09-14,0050,total,41061,100.0,761500000
2016-09-23,0050,"10,001-15,000",855,1.45,11047548
2016-09-23,0050,1-999,6830,0.19,1504263
2016-09-23,0050,"400,001-600,000",7,0.43,3319000
2016-09-23,0050,"15,001-20,000",592,1.43,10953742
2016-09-23,0050,"30,001-40,000",214,1.0,7689754
2016-09-23,0050,"50,001-100,000",205,1.95,14875800
2016-09-23,0050,"5,001-10,000",3108,3.24,24686505
2016-09-23,0050,"20,001-30,000",457,1.55,11805701
2016-09-23,0050,"200,001-400,000",50,1.83,13988000
2016-09-23,0050,"1,000-5,000",27069,6.94,52907683
2016-09-23,0050,"800,001-1,000,000",5,0.6,4607000
2016-09-23,0050,"40,001-50,000",143,0.86,6614206
2016-09-23,0050,"100,001-200,000",82,1.54,11799500
2016-09-23,0050,"600,001-800,000",6,0.57,4398000
2016-09-23,0050,total,39675,100.0,761500000
2016-09-23,0050,"more than 1,000,001",52,76.33,581303298
2016-09-30,0050,"30,001-40,000",213,1.0,7653754
2016-09-30,0050,"400,001-600,000",7,0.43,3317000
2016-09-30,0050,"800,001-1,000,000",5,0.61,4698000
2016-09-30,0050,"200,001-400,000",45,1.64,12500000
2016-09-30,0050,"40,001-50,000",135,0.81,6228206
2016-09-30,0050,"600,001-800,000",6,0.58,4465000
2016-09-30,0050,"50,001-100,000",200,1.91,14581800
2016-09-30,0050,"5,001-10,000",3041,3.17,24148913
2016-09-30,0050,1-999,6842,0.19,1506444
2016-09-30,0050,"1,000-5,000",26499,6.79,51711318
2016-09-30,0050,"100,001-200,000",80,1.5,11441500
2016-09-30,0050,"15,001-20,000",575,1.39,10645723
2016-09-30,0050,"10,001-15,000",830,1.4,10713315
2016-09-30,0050,"20,001-30,000",454,1.54,11727701
2016-09-30,0050,"more than 1,000,001",51,76.94,585188326
2016-09-30,0050,total,38983,100.0,760500000
2016-10-07,0050,"10,001-15,000",834,1.61,10731422
2016-10-07,0050,"800,001-1,000,000",5,0.71,4762000
2016-10-07,0050,"400,001-600,000",10,0.71,4723116
2016-10-07,0050,"20,001-30,000",455,1.77,11739119
2016-10-07,0050,"600,001-800,000",6,0.66,4379000
2016-10-07,0050,"50,001-100,000",198,2.16,14339800
2016-10-07,0050,"30,001-40,000",214,1.16,7718754
2016-10-07,0050,1-999,6815,0.22,1496826
2016-10-07,0050,"200,001-400,000",44,1.81,12064000
2016-10-07,0050,"40,001-50,000",133,0.92,6143206
2016-10-07,0050,"1,000-5,000",26386,7.76,51476144
2016-10-07,0050,"5,001-10,000",3023,3.62,24018015
2016-10-07,0050,"15,001-20,000",566,1.58,10494988
2016-10-07,0050,"100,001-200,000",82,1.77,11780000
2016-10-07,0050,"more than 1,000,001",51,73.47,487133610
2016-10-07,0050,total,38822,100.0,663000000
2016-10-14,0050,"1,000-5,000",26086,7.67,50913781
2016-10-14,0050,"50,001-100,000",197,2.16,14326800
2016-10-14,0050,"5,001-10,000",2980,3.56,23645802
2016-10-14,0050,"100,001-200,000",77,1.66,11050000
2016-10-14,0050,"400,001-600,000",11,0.79,5250116
2016-10-14,0050,"600,001-800,000",4,0.43,2858000
2016-10-14,0050,"20,001-30,000",449,1.75,11616161
2016-10-14,0050,"200,001-400,000",49,2.05,13650000
2016-10-14,0050,"15,001-20,000",564,1.57,10442095
2016-10-14,0050,"30,001-40,000",209,1.13,7528754
2016-10-14,0050,"40,001-50,000",132,0.91,6093137
2016-10-14,0050,"800,001-1,000,000",4,0.56,3755000
2016-10-14,0050,"10,001-15,000",810,1.57,10433793
2016-10-14,0050,1-999,6793,0.22,1486006
2016-10-14,0050,"more than 1,000,001",51,73.89,489950555
2016-10-14,0050,total,38416,100.0,663000000
2016-10-21,0050,"600,001-800,000",4,0.43,2849000
2016-10-21,0050,"15,001-20,000",545,1.52,10075640
2016-10-21,0050,"100,001-200,000",77,1.69,11198000
2016-10-21,0050,"40,001-50,000",130,0.9,6007206
2016-10-21,0050,"10,001-15,000",799,1.55,10297225
2016-10-21,0050,"1,000-5,000",25600,7.54,49894341
2016-10-21,0050,1-999,6800,0.22,1480312
2016-10-21,0050,"20,001-30,000",440,1.71,11375361
2016-10-21,0050,"50,001-100,000",193,2.12,14038800
2016-10-21,0050,"800,001-1,000,000",8,1.11,7369000
2016-10-21,0050,"5,001-10,000",2941,3.52,23320784
2016-10-21,0050,"400,001-600,000",10,0.7,4655116
2016-10-21,0050,"30,001-40,000",198,1.07,7102254
2016-10-21,0050,"200,001-400,000",46,1.95,12927000
2016-10-21,0050,total,37836,100.0,661500000
2016-10-21,0050,"more than 1,000,001",45,73.9,488909961
2016-10-28,0050,1-999,6769,0.24,1471892
2016-10-28,0050,"20,001-30,000",435,1.9,11278397
2016-10-28,0050,"800,001-1,000,000",8,1.22,7254000
2016-10-28,0050,"40,001-50,000",124,0.96,5728206
2016-10-28,0050,"30,001-40,000",190,1.14,6793254
2016-10-28,0050,"15,001-20,000",541,1.69,9999640
2016-10-28,0050,"50,001-100,000",191,2.35,13904800
2016-10-28,0050,"600,001-800,000",4,0.49,2918059
2016-10-28,0050,"5,001-10,000",2884,3.86,22869862
2016-10-28,0050,"100,001-200,000",82,2.04,12115000
2016-10-28,0050,"400,001-600,000",9,0.69,4104116
2016-10-28,0050,"10,001-15,000",787,1.71,10139518
2016-10-28,0050,"1,000-5,000",25315,8.32,49249122
2016-10-28,0050,"200,001-400,000",44,2.06,12233000
2016-10-28,0050,"more than 1,000,001",44,71.24,421441134
2016-10-28,0050,total,37427,100.0,591500000
2016-11-04,0050,"50,001-100,000",193,2.37,14061800
2016-11-04,0050,"15,001-20,000",551,1.72,10181262
2016-11-04,0050,"600,001-800,000",4,0.46,2744000
2016-11-04,0050,1-999,6742,0.24,1470440
2016-11-04,0050,"40,001-50,000",120,0.93,5528206
2016-11-04,0050,"1,000-5,000",25450,8.36,49503672
2016-11-04,0050,"10,001-15,000",785,1.71,10131434
2016-11-04,0050,"200,001-400,000",48,2.28,13520059
2016-11-04,0050,"5,001-10,000",2910,3.9,23080902
2016-11-04,0050,"400,001-600,000",9,0.71,4235116
2016-11-04,0050,"30,001-40,000",199,1.2,7112271
2016-11-04,0050,"100,001-200,000",82,2.02,11984000
2016-11-04,0050,"20,001-30,000",436,1.9,11291361
2016-11-04,0050,"800,001-1,000,000",3,0.47,2782000
2016-11-04,0050,total,37578,100.0,591500000
2016-11-04,0050,"more than 1,000,001",46,71.66,423873477
2016-11-11,0050,"800,001-1,000,000",2,0.32,1925000
2016-11-11,0050,"15,001-20,000",572,1.78,10580183
2016-11-11,0050,"100,001-200,000",81,2.0,11854000
2016-11-11,0050,"5,001-10,000",2946,3.95,23400701
2016-11-11,0050,1-999,6729,0.24,1467829
2016-11-11,0050,"10,001-15,000",814,1.77,10507755
2016-11-11,0050,"1,000-5,000",26029,8.55,50597457
2016-11-11,0050,"20,001-30,000",431,1.88,11144861
2016-11-11,0050,"600,001-800,000",4,0.47,2806059
2016-11-11,0050,"30,001-40,000",191,1.15,6859154
2016-11-11,0050,"40,001-50,000",130,1.01,5997206
2016-11-11,0050,"400,001-600,000",12,0.93,5522116
2016-11-11,0050,"50,001-100,000",190,2.31,13719800
2016-11-11,0050,"200,001-400,000",52,2.46,14591000
2016-11-11,0050,total,38229,100.0,591500000
2016-11-11,0050,"more than 1,000,001",46,71.09,420531879
2016-11-18,0050,"40,001-50,000",133,1.01,6161668
2016-11-18,0050,"15,001-20,000",584,1.77,10828372
2016-11-18,0050,"10,001-15,000",854,1.81,11045583
2016-11-18,0050,"100,001-200,000",86,2.06,12579000
2016-11-18,0050,"1,000-5,000",27081,8.62,52573996
2016-11-18,0050,"30,001-40,000",202,1.18,7218254
2016-11-18,0050,"400,001-600,000",12,0.88,5376116
2016-11-18,0050,"800,001-1,000,000",4,0.59,3637000
2016-11-18,0050,"5,001-10,000",3066,4.0,24380651
2016-11-18,0050,"50,001-100,000",199,2.35,14381338
2016-11-18,0050,"200,001-400,000",48,2.26,13830000
2016-11-18,0050,"20,001-30,000",444,1.88,11506688
2016-11-18,0050,"600,001-800,000",5,0.59,3597000
2016-11-18,0050,1-999,6734,0.24,1468318
2016-11-18,0050,total,39500,100.0,609500000
2016-11-18,0050,"more than 1,000,001",48,70.7,430917016
2016-11-25,0050,"15,001-20,000",570,1.72,10540072
2016-11-25,0050,"100,001-200,000",81,1.95,11905000
2016-11-25,0050,"5,001-10,000",3004,3.92,23904211
2016-11-25,0050,"1,000-5,000",26679,8.5,51857942
2016-11-25,0050,"20,001-30,000",450,1.91,11674688
2016-11-25,0050,"600,001-800,000",5,0.57,3484000
2016-11-25,0050,1-999,6737,0.24,1467783
2016-11-25,0050,"800,001-1,000,000",4,0.59,3650059
2016-11-25,0050,"30,001-40,000",197,1.15,7036254
2016-11-25,0050,"200,001-400,000",50,2.37,14491000
2016-11-25,0050,"400,001-600,000",10,0.72,4434116
2016-11-25,0050,"40,001-50,000",136,1.02,6277206
2016-11-25,0050,"10,001-15,000",836,1.77,10794085
2016-11-25,0050,"50,001-100,000",203,2.43,14864800
2016-11-25,0050,"more than 1,000,001",48,71.06,433118784
2016-11-25,0050,total,39010,100.0,609500000
2016-12-02,0050,"600,001-800,000",4,0.46,2819000
2016-12-02,0050,"30,001-40,000",197,1.15,7037254
2016-12-02,0050,"10,001-15,000",809,1.71,10460454
2016-12-02,0050,"400,001-600,000",10,0.73,4460116
2016-12-02,0050,"1,000-5,000",26148,8.34,50868868
2016-12-02,0050,"20,001-30,000",439,1.86,11396138
2016-12-02,0050,"50,001-100,000",204,2.43,14821800
2016-12-02,0050,"5,001-10,000",2960,3.86,23572194
2016-12-02,0050,"800,001-1,000,000",5,0.75,4630000
2016-12-02,0050,"100,001-200,000",81,1.98,12105000
2016-12-02,0050,"40,001-50,000",135,1.02,6234206
2016-12-02,0050,"200,001-400,000",48,2.26,13825000
2016-12-02,0050,1-999,6706,0.23,1457975
2016-12-02,0050,"15,001-20,000",559,1.69,10345408
2016-12-02,0050,"more than 1,000,001",48,71.44,435466587
2016-12-02,0050,total,38353,100.0,609500000
2016-12-09,0050,"100,001-200,000",77,1.83,11172000
2016-12-09,0050,"10,001-15,000",808,1.71,10451280
2016-12-09,0050,"600,001-800,000",5,0.59,3599000
2016-12-09,0050,"30,001-40,000",197,1.15,7043254
2016-12-09,0050,"200,001-400,000",49,2.28,13937000
2016-12-09,0050,"800,001-1,000,000",6,0.91,5584000
2016-12-09,0050,"400,001-600,000",11,0.84,5144116
2016-12-09,0050,"15,001-20,000",528,1.6,9767108
2016-12-09,0050,1-999,6689,0.23,1446551
2016-12-09,0050,"1,000-5,000",25640,8.17,49829074
2016-12-09,0050,"50,001-100,000",207,2.47,15081800
2016-12-09,0050,"5,001-10,000",2911,3.8,23173261
2016-12-09,0050,"20,001-30,000",425,1.81,11033138
2016-12-09,0050,"40,001-50,000",129,0.97,5966206
2016-12-09,0050,"more than 1,000,001",48,71.58,436280212
2016-12-09,0050,total,37730,100.0,609500000
2016-12-16,0050,"400,001-600,000",12,0.93,5676116
2016-12-16,0050,"5,001-10,000",2863,3.73,22777770
2016-12-16,0050,"100,001-200,000",83,1.99,12182294
2016-12-16,0050,"200,001-400,000",46,2.14,13052000
2016-12-16,0050,1-999,6695,0.23,1450004
2016-12-16,0050,"1,000-5,000",25319,8.07,49193607
2016-12-16,0050,"15,001-20,000",522,1.58,9667288
2016-12-16,0050,"40,001-50,000",123,0.93,5692668
2016-12-16,0050,"20,001-30,000",423,1.8,10992978
2016-12-16,0050,"10,001-15,000",796,1.68,10292516
2016-12-16,0050,"30,001-40,000",193,1.13,6930254
2016-12-16,0050,"600,001-800,000",4,0.46,2819000
2016-12-16,0050,"800,001-1,000,000",5,0.77,4724000
2016-12-16,0050,"50,001-100,000",205,2.44,14874506
2016-12-16,0050,"more than 1,000,001",50,72.06,439214999
2016-12-16,0050,total,37339,100.0,609500000
2016-12-30,0050,"400,001-600,000",9,0.69,4121500
2016-12-30,0050,"100,001-200,000",84,2.03,12090294
2016-12-30,0050,"40,001-50,000",132,1.02,6113768
2016-12-30,0050,"20,001-30,000",452,1.98,11782048
2016-12-30,0050,"5,001-10,000",3061,4.09,24325489
2016-12-30,0050,"200,001-400,000",46,2.26,13449616
2016-12-30,0050,1-999,6660,0.24,1436191
2016-12-30,0050,"30,001-40,000",211,1.27,7572154
2016-12-30,0050,"800,001-1,000,000",5,0.79,4736000
2016-12-30,0050,"10,001-15,000",848,1.84,10985970
2016-12-30,0050,"1,000-5,000",26516,8.67,51585998
2016-12-30,0050,"15,001-20,000",552,1.71,10208207
2016-12-30,0050,"600,001-800,000",8,0.94,5615059
2016-12-30,0050,"50,001-100,000",211,2.56,15273406
2016-12-30,0050,"more than 1,000,001",48,69.84,415207300
2016-12-30,0050,total,38843,100.0,594500000
2017-01-06,0050,"15,001-20,000",533,1.65,9865225
2017-01-06,0050,"100,001-200,000",83,2.01,11953294
2017-01-06,0050,"1,000-5,000",26074,8.53,50724992
2017-01-06,0050,"600,001-800,000",9,1.07,6373000
2017-01-06,0050,"20,001-30,000",445,1.94,11558289
2017-01-06,0050,"30,001-40,000",201,1.21,7226154
2017-01-06,0050,"40,001-50,000",127,0.99,5892768
2017-01-06,0050,"800,001-1,000,000",4,0.62,3736000
2017-01-06,0050,"200,001-400,000",46,2.26,13450616
2017-01-06,0050,"10,001-15,000",826,1.79,10693089
2017-01-06,0050,"50,001-100,000",209,2.55,15172406
2017-01-06,0050,1-999,6664,0.24,1434928
2017-01-06,0050,"5,001-10,000",2998,4.0,23810380
2017-01-06,0050,"400,001-600,000",8,0.63,3752500
2017-01-06,0050,"more than 1,000,001",49,70.46,418919359
2017-01-06,0050,total,38276,100.0,594500000
2017-01-13,0050,"800,001-1,000,000",6,0.92,5504000
2017-01-13,0050,"10,001-15,000",805,1.75,10414433
2017-01-13,0050,"400,001-600,000",7,0.56,3333500
2017-01-13,0050,"100,001-200,000",83,1.99,11850294
2017-01-13,0050,"40,001-50,000",120,0.93,5561768
2017-01-13,0050,"15,001-20,000",518,1.61,9588636
2017-01-13,0050,"20,001-30,000",434,1.89,11246049
2017-01-13,0050,"5,001-10,000",2905,3.87,23047095
2017-01-13,0050,1-999,6662,0.24,1436338
2017-01-13,0050,"50,001-100,000",208,2.52,15038406
2017-01-13,0050,"30,001-40,000",194,1.17,6971154
2017-01-13,0050,"600,001-800,000",8,0.95,5706000
2017-01-13,0050,"200,001-400,000",46,2.26,13476616
2017-01-13,0050,"1,000-5,000",25401,8.3,49398656
2017-01-13,0050,"more than 1,000,001",48,70.97,421949055
2017-01-13,0050,total,37445,100.0,594500000
2017-01-20,0050,"15,001-20,000",519,1.62,9607304
2017-01-20,0050,"400,001-600,000",10,0.78,4647500
2017-01-20,0050,"10,001-15,000",811,1.76,10484476
2017-01-20,0050,"50,001-100,000",198,2.41,14295406
2017-01-20,0050,"600,001-800,000",7,0.85,5073059
2017-01-20,0050,"30,001-40,000",195,1.18,7016154
2017-01-20,0050,"800,001-1,000,000",7,1.07,6374000
2017-01-20,0050,"20,001-30,000",442,1.93,11459241
2017-01-20,0050,1-999,6674,0.24,1442833
2017-01-20,0050,"1,000-5,000",25498,8.35,49535302
2017-01-20,0050,"100,001-200,000",85,2.06,12228294
2017-01-20,0050,"5,001-10,000",2920,3.9,23131747
2017-01-20,0050,"40,001-50,000",124,0.96,5740768
2017-01-20,0050,"200,001-400,000",46,2.23,13258616
2017-01-20,0050,total,37583,100.0,593000000
2017-01-20,0050,"more than 1,000,001",47,70.6,418705300
2017-01-26,0050,"30,001-40,000",197,1.19,7088154
2017-01-26,0050,"15,001-20,000",507,1.58,9383781
2017-01-26,0050,"1,000-5,000",25193,8.24,48891941
2017-01-26,0050,"20,001-30,000",430,1.87,11141195
2017-01-26,0050,"100,001-200,000",79,1.9,11288294
2017-01-26,0050,"800,001-1,000,000",7,1.06,6302059
2017-01-26,0050,"600,001-800,000",7,0.86,5131000
2017-01-26,0050,"40,001-50,000",122,0.95,5641768
2017-01-26,0050,"200,001-400,000",44,2.18,12964616
2017-01-26,0050,1-999,6688,0.24,1441815
2017-01-26,0050,"10,001-15,000",792,1.72,10216497
2017-01-26,0050,"5,001-10,000",2873,3.84,22796576
2017-01-26,0050,"400,001-600,000",9,0.72,4280500
2017-01-26,0050,"50,001-100,000",198,2.41,14349406
2017-01-26,0050,"more than 1,000,001",49,71.17,422082398
2017-01-26,0050,total,37195,100.0,593000000
2017-02-03,0050,"20,001-30,000",423,1.84,10935733
2017-02-03,0050,"30,001-40,000",199,1.2,7144154
2017-02-03,0050,"15,001-20,000",508,1.58,9413766
2017-02-03,0050,"200,001-400,000",44,2.15,12772616
2017-02-03,0050,"1,000-5,000",25186,8.24,48873576
2017-02-03,0050,"600,001-800,000",8,0.94,5616059
2017-02-03,0050,"400,001-600,000",10,0.78,4684500
2017-02-03,0050,"100,001-200,000",82,1.99,11843294
2017-02-03,0050,1-999,6706,0.24,1446512
2017-02-03,0050,"50,001-100,000",196,2.39,14217406
2017-02-03,0050,"800,001-1,000,000",6,0.93,5557000
2017-02-03,0050,"10,001-15,000",790,1.71,10186709
2017-02-03,0050,"40,001-50,000",124,0.96,5738768
2017-02-03,0050,"5,001-10,000",2879,3.85,22844509
2017-02-03,0050,"more than 1,000,001",48,71.11,421725398
2017-02-03,0050,total,37209,100.0,593000000
2017-02-10,0050,"200,001-400,000",42,2.16,12248616
2017-02-10,0050,"20,001-30,000",436,1.98,11242205
2017-02-10,0050,1-999,6700,0.25,1444670
2017-02-10,0050,"30,001-40,000",198,1.26,7126644
2017-02-10,0050,"40,001-50,000",130,1.06,6031768
2017-02-10,0050,"15,001-20,000",513,1.68,9507144
2017-02-10,0050,"10,001-15,000",802,1.82,10346092
2017-02-10,0050,"1,000-5,000",25899,8.87,50213528
2017-02-10,0050,"5,001-10,000",2944,4.14,23430365
2017-02-10,0050,"50,001-100,000",200,2.56,14516944
2017-02-10,0050,"800,001-1,000,000",6,0.96,5462000
2017-02-10,0050,"100,001-200,000",80,2.02,11438294
2017-02-10,0050,"400,001-600,000",9,0.72,4083500
2017-02-10,0050,"600,001-800,000",6,0.75,4261000
2017-02-10,0050,total,38011,100.0,565500000
2017-02-10,0050,"more than 1,000,001",46,69.69,394147230
2017-02-18,0050,"200,001-400,000",44,2.28,12913616
2017-02-18,0050,"40,001-50,000",124,1.01,5764668
2017-02-18,0050,"1,000-5,000",25443,8.7,49221999
2017-02-18,0050,"15,001-20,000",494,1.61,9136021
2017-02-18,0050,"600,001-800,000",5,0.64,3671000
2017-02-18,0050,"30,001-40,000",182,1.15,6544644
2017-02-18,0050,"50,001-100,000",193,2.47,14014406
2017-02-18,0050,"5,001-10,000",2880,4.04,22902412
2017-02-18,0050,"20,001-30,000",435,1.98,11248685
2017-02-18,0050,"10,001-15,000",780,1.77,10043444
