date,stock_id,HoldingSharesLevel,people,percent,unit
2017-02-18,0050,1-999,6792,0.25,1442823
2017-02-18,0050,"800,001-1,000,000",6,0.99,5602000
2017-02-18,0050,"100,001-200,000",87,2.18,12361832
2017-02-18,0050,"400,001-600,000",9,0.72,4093500
2017-02-18,0050,total,37519,100.0,565500000
2017-02-18,0050,"more than 1,000,001",45,70.12,396538950
2017-02-24,0050,1-999,6828,0.25,1447395
2017-02-24,0050,"200,001-400,000",44,2.23,12614616
2017-02-24,0050,"50,001-100,000",193,2.49,14086506
2017-02-24,0050,"5,001-10,000",2878,4.04,22897482
2017-02-24,0050,"40,001-50,000",128,1.04,5934568
2017-02-24,0050,"600,001-800,000",4,0.5,2878000
2017-02-24,0050,"400,001-600,000",12,0.95,5392038
2017-02-24,0050,"100,001-200,000",84,2.1,11926740
2017-02-24,0050,"15,001-20,000",491,1.6,9080021
2017-02-24,0050,"30,001-40,000",188,1.19,6761624
2017-02-24,0050,"800,001-1,000,000",9,1.48,8387000
2017-02-24,0050,"20,001-30,000",433,1.97,11187952
2017-02-24,0050,"10,001-15,000",775,1.76,9986625
2017-02-24,0050,"1,000-5,000",25482,8.7,49221392
2017-02-24,0050,total,37593,100.0,565500000
2017-02-24,0050,"more than 1,000,001",44,69.61,393698041
2017-03-03,0050,"100,001-200,000",93,2.31,13085294
2017-03-03,0050,"600,001-800,000",5,0.63,3587000
2017-03-03,0050,"200,001-400,000",41,2.08,11790616
2017-03-03,0050,1-999,6891,0.25,1447337
2017-03-03,0050,"1,000-5,000",25974,8.9,50354888
2017-03-03,0050,"50,001-100,000",192,2.46,13937506
2017-03-03,0050,"800,001-1,000,000",7,1.15,6506000
2017-03-03,0050,"40,001-50,000",133,1.08,6162568
2017-03-03,0050,"400,001-600,000",12,0.97,5489038
2017-03-03,0050,"15,001-20,000",509,1.66,9418034
2017-03-03,0050,"5,001-10,000",2933,4.13,23357407
2017-03-03,0050,"30,001-40,000",193,1.22,6930644
2017-03-03,0050,"20,001-30,000",436,1.99,11258936
2017-03-03,0050,"10,001-15,000",801,1.82,10344629
2017-03-03,0050,total,38266,100.0,565500000
2017-03-03,0050,"more than 1,000,001",46,69.28,391830103
2017-03-10,0050,"400,001-600,000",12,0.95,5426038
2017-03-10,0050,"800,001-1,000,000",8,1.3,7359000
2017-03-10,0050,"50,001-100,000",208,2.66,15061506
2017-03-10,0050,1-999,6930,0.25,1447601
2017-03-10,0050,"200,001-400,000",42,2.11,11955616
2017-03-10,0050,"20,001-30,000",458,2.09,11836049
2017-03-10,0050,"30,001-40,000",201,1.27,7229644
2017-03-10,0050,"15,001-20,000",532,1.74,9856742
2017-03-10,0050,"40,001-50,000",137,1.12,6340568
2017-03-10,0050,"10,001-15,000",849,1.93,10962014
2017-03-10,0050,"5,001-10,000",3097,4.35,24602583
2017-03-10,0050,"100,001-200,000",86,2.16,12246294
2017-03-10,0050,"600,001-800,000",6,0.75,4245000
2017-03-10,0050,"1,000-5,000",27149,9.29,52576125
2017-03-10,0050,"more than 1,000,001",44,67.96,384355220
2017-03-10,0050,total,39759,100.0,565500000
2017-03-17,0050,"5,001-10,000",3028,4.24,24007303
2017-03-17,0050,"40,001-50,000",134,1.09,6200568
2017-03-17,0050,"15,001-20,000",534,1.74,9858855
2017-03-17,0050,"800,001-1,000,000",7,1.14,6464000
2017-03-17,0050,1-999,7156,0.25,1460040
2017-03-17,0050,"30,001-40,000",185,1.17,6638644
2017-03-17,0050,"20,001-30,000",446,2.03,11525299
2017-03-17,0050,"50,001-100,000",206,2.65,15015506
2017-03-17,0050,"400,001-600,000",11,0.87,4958038
2017-03-17,0050,"1,000-5,000",26554,9.08,51362448
2017-03-17,0050,"10,001-15,000",818,1.86,10539942
2017-03-17,0050,"100,001-200,000",86,2.17,12287405
2017-03-17,0050,"600,001-800,000",5,0.62,3532000
2017-03-17,0050,"200,001-400,000",39,1.98,11209616
2017-03-17,0050,total,39257,100.0,565500000
2017-03-17,0050,"more than 1,000,001",48,69.04,390446336
2017-03-24,0050,1-999,7211,0.25,1463324
2017-03-24,0050,"10,001-15,000",785,1.79,10125192
2017-03-24,0050,"50,001-100,000",196,2.53,14324506
2017-03-24,0050,"30,001-40,000",183,1.15,6559644
2017-03-24,0050,"20,001-30,000",424,1.93,10946569
2017-03-24,0050,"100,001-200,000",81,2.05,11606852
2017-03-24,0050,"5,001-10,000",2869,4.04,22851445
2017-03-24,0050,"800,001-1,000,000",6,0.97,5528000
2017-03-24,0050,"600,001-800,000",5,0.61,3454000
2017-03-24,0050,"400,001-600,000",9,0.73,4178038
2017-03-24,0050,"200,001-400,000",43,2.19,12406616
2017-03-24,0050,"1,000-5,000",25559,8.73,49415874
2017-03-24,0050,"40,001-50,000",134,1.09,6175568
2017-03-24,0050,"15,001-20,000",499,1.63,9219732
2017-03-24,0050,"more than 1,000,001",46,70.24,397244640
2017-03-24,0050,total,38050,100.0,565500000
2017-03-31,0050,"15,001-20,000",494,1.61,9133132
2017-03-31,0050,"50,001-100,000",198,2.59,14654506
2017-03-31,0050,"5,001-10,000",2850,4.0,22667284
2017-03-31,0050,"100,001-200,000",83,2.08,11813294
2017-03-31,0050,"400,001-600,000",11,0.89,5073038
2017-03-31,0050,"40,001-50,000",132,1.07,6097568
2017-03-31,0050,"20,001-30,000",418,1.9,10799570
2017-03-31,0050,"30,001-40,000",187,1.18,6689668
2017-03-31,0050,"10,001-15,000",777,1.77,10029214
2017-03-31,0050,"1,000-5,000",25352,8.66,48988208
2017-03-31,0050,"800,001-1,000,000",5,0.82,4664000
2017-03-31,0050,"200,001-400,000",40,2.05,11612616
2017-03-31,0050,"600,001-800,000",4,0.49,2783000
2017-03-31,0050,1-999,7359,0.25,1470192
2017-03-31,0050,total,37957,100.0,565500000
2017-03-31,0050,"more than 1,000,001",47,70.56,399024710
2017-04-07,0050,"1,000-5,000",25390,8.67,49056573
2017-04-07,0050,"400,001-600,000",10,0.81,4585038
2017-04-07,0050,"800,001-1,000,000",6,0.96,5459000
2017-04-07,0050,1-999,7476,0.26,1478080
2017-04-07,0050,"30,001-40,000",189,1.19,6767644
2017-04-07,0050,"50,001-100,000",195,2.52,14302506
2017-04-07,0050,"40,001-50,000",133,1.08,6127568
2017-04-07,0050,"15,001-20,000",492,1.6,9086735
2017-04-07,0050,"100,001-200,000",85,2.13,12090702
2017-04-07,0050,"10,001-15,000",771,1.75,9944402
2017-04-07,0050,"600,001-800,000",5,0.63,3564000
2017-04-07,0050,"20,001-30,000",420,1.92,10873593
2017-04-07,0050,"200,001-400,000",40,2.04,11581616
2017-04-07,0050,"5,001-10,000",2854,4.01,22710354
2017-04-07,0050,"more than 1,000,001",46,70.35,397872189
2017-04-07,0050,total,38112,100.0,565500000
2017-04-14,0050,"10,001-15,000",775,1.76,9977429
2017-04-14,0050,"20,001-30,000",421,1.92,10882238
2017-04-14,0050,"15,001-20,000",503,1.64,9293819
2017-04-14,0050,"5,001-10,000",2846,3.99,22615792
2017-04-14,0050,"40,001-50,000",134,1.09,6165668
2017-04-14,0050,"1,000-5,000",25413,8.67,49082474
2017-04-14,0050,1-999,7524,0.26,1487782
2017-04-14,0050,"100,001-200,000",83,2.11,11977147
2017-04-14,0050,"600,001-800,000",6,0.72,4102000
2017-04-14,0050,"50,001-100,000",198,2.56,14508506
2017-04-14,0050,"800,001-1,000,000",4,0.65,3688000
2017-04-14,0050,"400,001-600,000",9,0.72,4092500
2017-04-14,0050,"200,001-400,000",41,2.13,12066616
2017-04-14,0050,"30,001-40,000",188,1.19,6732302
2017-04-14,0050,"more than 1,000,001",47,70.52,398827727
2017-04-14,0050,total,38192,100.0,565500000
2017-04-21,0050,"10,001-15,000",832,1.88,10723739
2017-04-21,0050,"30,001-40,000",193,1.21,6884552
2017-04-21,0050,"5,001-10,000",3011,4.21,23917065
2017-04-21,0050,"200,001-400,000",43,2.18,12422616
2017-04-21,0050,"100,001-200,000",87,2.18,12417294
2017-04-21,0050,"40,001-50,000",138,1.11,6331668
2017-04-21,0050,"20,001-30,000",456,2.07,11757712
2017-04-21,0050,"50,001-100,000",209,2.69,15333506
2017-04-21,0050,"15,001-20,000",537,1.74,9898560
2017-04-21,0050,"600,001-800,000",8,0.95,5432000
2017-04-21,0050,1-999,7616,0.26,1509374
2017-04-21,0050,"800,001-1,000,000",6,0.99,5638000
2017-04-21,0050,"1,000-5,000",26631,9.1,51744679
2017-04-21,0050,"400,001-600,000",12,0.98,5598500
2017-04-21,0050,total,39825,100.0,568000000
2017-04-21,0050,"more than 1,000,001",46,68.37,388390735
2017-04-28,0050,"200,001-400,000",46,2.38,13557616
2017-04-28,0050,"1,000-5,000",26183,8.95,50844578
2017-04-28,0050,"20,001-30,000",439,2.0,11382164
2017-04-28,0050,1-999,7706,0.26,1526562
2017-04-28,0050,"400,001-600,000",10,0.81,4603500
2017-04-28,0050,"5,001-10,000",2985,4.17,23670473
2017-04-28,0050,"800,001-1,000,000",8,1.26,7155790
2017-04-28,0050,"40,001-50,000",134,1.08,6156668
2017-04-28,0050,"50,001-100,000",207,2.67,15177506
2017-04-28,0050,"10,001-15,000",799,1.81,10307722
2017-04-28,0050,"15,001-20,000",521,1.69,9608723
2017-04-28,0050,"600,001-800,000",8,0.93,5326000
2017-04-28,0050,"30,001-40,000",203,1.27,7256652
2017-04-28,0050,"100,001-200,000",81,2.03,11531517
2017-04-28,0050,"more than 1,000,001",42,68.61,389394529
2017-04-28,0050,total,39372,100.0,567500000
2017-05-05,0050,"30,001-40,000",187,1.18,6699552
2017-05-05,0050,"5,001-10,000",2826,3.94,22406888
2017-05-05,0050,"100,001-200,000",81,2.05,11639294
2017-05-05,0050,"40,001-50,000",128,1.03,5899668
2017-05-05,0050,"600,001-800,000",7,0.86,4890790
2017-05-05,0050,"10,001-15,000",747,1.7,9657097
2017-05-05,0050,"1,000-5,000",24896,8.47,48099823
2017-05-05,0050,"800,001-1,000,000",6,0.95,5444000
2017-05-05,0050,"200,001-400,000",41,2.12,12078289
2017-05-05,0050,"50,001-100,000",194,2.51,14268506
2017-05-05,0050,"15,001-20,000",480,1.56,8861710
2017-05-05,0050,"400,001-600,000",12,0.99,5632500
2017-05-05,0050,"20,001-30,000",415,1.89,10737903
2017-05-05,0050,1-999,7814,0.27,1533542
2017-05-05,0050,total,37876,100.0,567500000
2017-05-05,0050,"more than 1,000,001",42,70.42,399651438
2017-05-12,0050,1-999,7939,0.27,1540784
2017-05-12,0050,"800,001-1,000,000",8,1.31,7443000
2017-05-12,0050,"40,001-50,000",129,1.04,5957668
2017-05-12,0050,"10,001-15,000",734,1.67,9501327
2017-05-12,0050,"200,001-400,000",40,2.03,11538606
2017-05-12,0050,"20,001-30,000",404,1.84,10450044
2017-05-12,0050,"600,001-800,000",4,0.52,2955000
2017-05-12,0050,"400,001-600,000",15,1.22,6954500
2017-05-12,0050,"1,000-5,000",24403,8.29,47099557
2017-05-12,0050,"50,001-100,000",189,2.44,13892506
2017-05-12,0050,"15,001-20,000",463,1.5,8545026
2017-05-12,0050,"5,001-10,000",2755,3.85,21872913
2017-05-12,0050,"30,001-40,000",182,1.14,6515302
2017-05-12,0050,"100,001-200,000",80,2.05,11637294
2017-05-12,0050,total,37385,100.0,567500000
2017-05-12,0050,"more than 1,000,001",40,70.76,401596473
2017-05-19,0050,"15,001-20,000",465,1.51,8577213
2017-05-19,0050,"30,001-40,000",179,1.13,6407302
2017-05-19,0050,"10,001-15,000",736,1.67,9500759
2017-05-19,0050,"40,001-50,000",129,1.05,5963668
2017-05-19,0050,"50,001-100,000",192,2.48,14065506
2017-05-19,0050,"800,001-1,000,000",8,1.28,7259000
2017-05-19,0050,"1,000-5,000",24278,8.27,46875625
2017-05-19,0050,"400,001-600,000",12,0.98,5604500
2017-05-19,0050,"5,001-10,000",2732,3.83,21709843
2017-05-19,0050,"200,001-400,000",41,2.06,11706698
2017-05-19,0050,"600,001-800,000",5,0.64,3626443
2017-05-19,0050,"20,001-30,000",407,1.85,10530044
2017-05-19,0050,"100,001-200,000",81,2.09,11847294
2017-05-19,0050,1-999,8098,0.27,1560996
2017-05-19,0050,"more than 1,000,001",39,70.83,401265109
2017-05-19,0050,total,37402,100.0,566500000
2017-05-26,0050,1-999,8086,0.27,1564428
2017-05-26,0050,"30,001-40,000",179,1.13,6404644
2017-05-26,0050,"5,001-10,000",2698,3.78,21457744
2017-05-26,0050,"600,001-800,000",3,0.37,2113443
2017-05-26,0050,"800,001-1,000,000",5,0.81,4643000
2017-05-26,0050,"40,001-50,000",127,1.03,5867668
2017-05-26,0050,"100,001-200,000",76,1.95,11078376
2017-05-26,0050,"1,000-5,000",24031,8.18,46394508
2017-05-26,0050,"50,001-100,000",189,2.44,13850113
2017-05-26,0050,"10,001-15,000",723,1.64,9344976
2017-05-26,0050,"15,001-20,000",459,1.49,8480173
2017-05-26,0050,"200,001-400,000",45,2.28,12958616
2017-05-26,0050,"20,001-30,000",403,1.83,10416702
2017-05-26,0050,"400,001-600,000",14,1.18,6711500
2017-05-26,0050,"more than 1,000,001",41,71.53,405221109
2017-05-26,0050,total,37079,100.0,566500000
2017-06-03,0050,"1,000-5,000",23986,8.17,46307625
2017-06-03,0050,"15,001-20,000",456,1.48,8419173
2017-06-03,0050,"20,001-30,000",404,1.84,10451737
2017-06-03,0050,1-999,8199,0.27,1578243
2017-06-03,0050,"30,001-40,000",176,1.11,6318644
2017-06-03,0050,"50,001-100,000",194,2.5,14215628
2017-06-03,0050,"200,001-400,000",46,2.34,13280616
2017-06-03,0050,"800,001-1,000,000",5,0.81,4643000
2017-06-03,0050,"10,001-15,000",727,1.65,9389802
2017-06-03,0050,"100,001-200,000",79,2.06,11686599
2017-06-03,0050,"600,001-800,000",4,0.52,2999063
2017-06-03,0050,"5,001-10,000",2689,3.77,21376775
2017-06-03,0050,"400,001-600,000",14,1.13,6455500
2017-06-03,0050,"40,001-50,000",124,1.01,5733668
2017-06-03,0050,"more than 1,000,001",41,71.25,403653927
2017-06-03,0050,total,37144,100.0,566500000
2017-06-09,0050,"50,001-100,000",188,2.43,13772506
2017-06-09,0050,"15,001-20,000",457,1.48,8429190
2017-06-09,0050,"10,001-15,000",713,1.62,9217558
2017-06-09,0050,"100,001-200,000",79,2.04,11583592
2017-06-09,0050,"1,000-5,000",23777,8.1,45895700
2017-06-09,0050,"200,001-400,000",44,2.22,12626616
2017-06-09,0050,"30,001-40,000",174,1.1,6257644
2017-06-09,0050,"600,001-800,000",3,0.39,2232850
2017-06-09,0050,"40,001-50,000",124,1.01,5740668
2017-06-09,0050,1-999,8322,0.28,1604249
2017-06-09,0050,"20,001-30,000",400,1.82,10318771
2017-06-09,0050,"800,001-1,000,000",6,0.96,5444000
2017-06-09,0050,"400,001-600,000",14,1.14,6481500
2017-06-09,0050,"5,001-10,000",2651,3.71,21057571
2017-06-09,0050,"more than 1,000,001",41,71.63,405837585
2017-06-09,0050,total,36993,100.0,566500000
2017-06-16,0050,"40,001-50,000",125,0.76,5804668
2017-06-16,0050,"20,001-30,000",401,1.36,10356835
2017-06-16,0050,"200,001-400,000",44,1.62,12381590
2017-06-16,0050,"50,001-100,000",191,1.85,14077506
2017-06-16,0050,"1,000-5,000",24048,6.09,46359056
2017-06-16,0050,"30,001-40,000",178,0.83,6382644
2017-06-16,0050,1-999,8335,0.21,1613141
2017-06-16,0050,"600,001-800,000",3,0.29,2262850
2017-06-16,0050,"10,001-15,000",718,1.21,9260821
2017-06-16,0050,"15,001-20,000",470,1.13,8653936
2017-06-16,0050,"100,001-200,000",75,1.43,10942064
2017-06-16,0050,"5,001-10,000",2685,2.8,21343188
2017-06-16,0050,"800,001-1,000,000",7,0.82,6288616
2017-06-16,0050,"400,001-600,000",14,0.86,6611500
2017-06-16,0050,"more than 1,000,001",45,78.65,598161585
2017-06-16,0050,total,37339,100.0,760500000
2017-06-23,0050,"1,000-5,000",23649,5.42,45532326
2017-06-23,0050,"200,001-400,000",42,1.44,12145672
2017-06-23,0050,"20,001-30,000",378,1.16,9765870
2017-06-23,0050,"30,001-40,000",179,0.76,6401644
2017-06-23,0050,"40,001-50,000",119,0.65,5502668
2017-06-23,0050,1-999,8498,0.19,1638158
2017-06-23,0050,"400,001-600,000",17,0.94,7975500
2017-06-23,0050,"50,001-100,000",194,1.7,14302506
2017-06-23,0050,"100,001-200,000",70,1.22,10271294
2017-06-23,0050,"5,001-10,000",2631,2.49,20918223
2017-06-23,0050,"15,001-20,000",467,1.02,8613039
2017-06-23,0050,"800,001-1,000,000",7,0.74,6249621
2017-06-23,0050,"600,001-800,000",5,0.45,3855955
2017-06-23,0050,"10,001-15,000",693,1.06,8958800
2017-06-23,0050,"more than 1,000,001",46,80.69,677877724
2017-06-23,0050,total,36995,100.0,840000000
2017-06-30,0050,"50,001-100,000",187,1.87,13679506
2017-06-30,0050,"100,001-200,000",70,1.4,10252294
2017-06-30,0050,"600,001-800,000",2,0.21,1545000
2017-06-30,0050,1-999,8614,0.22,1652235
2017-06-30,0050,"800,001-1,000,000",6,0.75,5493000
2017-06-30,0050,"15,001-20,000",458,1.15,8443811
2017-06-30,0050,"5,001-10,000",2594,2.83,20623106
2017-06-30,0050,"200,001-400,000",46,1.83,13342297
2017-06-30,0050,"400,001-600,000",18,1.15,8395654
2017-06-30,0050,"40,001-50,000",121,0.76,5583668
2017-06-30,0050,"10,001-15,000",685,1.21,8859305
2017-06-30,0050,"20,001-30,000",378,1.34,9763923
2017-06-30,0050,"1,000-5,000",23479,6.2,45141669
2017-06-30,0050,"30,001-40,000",175,0.85,6258644
2017-06-30,0050,"more than 1,000,001",45,78.15,568965888
2017-06-30,0050,total,36878,100.0,728000000
2017-07-07,0050,"100,001-200,000",71,1.42,10374074
2017-07-07,0050,"30,001-40,000",171,0.84,6118644
2017-07-07,0050,"15,001-20,000",456,1.15,8394033
2017-07-07,0050,"800,001-1,000,000",8,0.99,7226402
2017-07-07,0050,"40,001-50,000",114,0.72,5278668
2017-07-07,0050,1-999,8716,0.22,1672981
2017-07-07,0050,"50,001-100,000",192,1.92,14021506
2017-07-07,0050,"200,001-400,000",46,1.82,13308772
2017-07-07,0050,"600,001-800,000",3,0.3,2231000
2017-07-07,0050,"10,001-15,000",692,1.22,8941182
2017-07-07,0050,"400,001-600,000",16,1.04,7594500
2017-07-07,0050,"20,001-30,000",376,1.33,9708936
2017-07-07,0050,"1,000-5,000",23498,6.21,45246270
2017-07-07,0050,"5,001-10,000",2591,2.83,20613612
2017-07-07,0050,total,36995,100.0,728000000
2017-07-07,0050,"more than 1,000,001",45,77.92,567269420
2017-07-14,0050,"200,001-400,000",46,1.83,13345506
2017-07-14,0050,"10,001-15,000",703,1.24,9086744
2017-07-14,0050,"50,001-100,000",195,1.95,14224506
2017-07-14,0050,"1,000-5,000",23847,6.29,45839622
2017-07-14,0050,"30,001-40,000",175,0.86,6273550
2017-07-14,0050,1-999,8749,0.23,1678832
2017-07-14,0050,"100,001-200,000",67,1.33,9750294
2017-07-14,0050,"400,001-600,000",16,1.04,7617039
2017-07-14,0050,"800,001-1,000,000",8,1.01,7373290
2017-07-14,0050,"20,001-30,000",381,1.35,9837724
2017-07-14,0050,"40,001-50,000",112,0.71,5183668
2017-07-14,0050,"15,001-20,000",470,1.18,8661056
2017-07-14,0050,"600,001-800,000",5,0.51,3772000
2017-07-14,0050,"5,001-10,000",2612,2.84,20721812
2017-07-14,0050,total,37432,100.0,728000000
2017-07-14,0050,"more than 1,000,001",46,77.55,564634357
2017-07-21,0050,"15,001-20,000",466,1.17,8580860
2017-07-21,0050,1-999,8925,0.23,1716319
2017-07-21,0050,"600,001-800,000",6,0.57,4150616
2017-07-21,0050,"1,000-5,000",23482,6.2,45158302
2017-07-21,0050,"40,001-50,000",113,0.71,5224668
2017-07-21,0050,"30,001-40,000",175,0.86,6285554
2017-07-21,0050,"50,001-100,000",191,1.91,13975506
2017-07-21,0050,"20,001-30,000",377,1.33,9726030
2017-07-21,0050,"400,001-600,000",16,1.01,7413668
2017-07-21,0050,"800,001-1,000,000",8,0.98,7188027
2017-07-21,0050,"200,001-400,000",43,1.67,12172538
2017-07-21,0050,"100,001-200,000",67,1.33,9712294
2017-07-21,0050,"10,001-15,000",680,1.2,8782466
2017-07-21,0050,"5,001-10,000",2563,2.79,20334054
2017-07-21,0050,"more than 1,000,001",45,77.96,567579098
2017-07-21,0050,total,37157,100.0,728000000
2017-07-28,0050,"400,001-600,000",18,1.43,8623970
2017-07-28,0050,"200,001-400,000",39,1.87,11306000
2017-07-28,0050,"5,001-10,000",2541,3.34,20160375
2017-07-28,0050,"800,001-1,000,000",9,1.32,7984000
2017-07-28,0050,"600,001-800,000",2,0.24,1476000
2017-07-28,0050,"40,001-50,000",113,0.86,5211668
2017-07-28,0050,1-999,8995,0.28,1736029
2017-07-28,0050,"1,000-5,000",23485,7.49,45132466
2017-07-28,0050,"10,001-15,000",692,1.48,8938088
2017-07-28,0050,"50,001-100,000",188,2.28,13774506
2017-07-28,0050,"20,001-30,000",378,1.62,9763062
2017-07-28,0050,"15,001-20,000",460,1.4,8472010
2017-07-28,0050,"100,001-200,000",72,1.73,10481832
2017-07-28,0050,"30,001-40,000",171,1.02,6157076
2017-07-28,0050,total,37205,100.0,602500000
2017-07-28,0050,"more than 1,000,001",42,73.57,443282918
2017-08-04,0050,"400,001-600,000",16,1.36,7648297
2017-08-04,0050,"20,001-30,000",387,1.78,10003940
2017-08-04,0050,"5,001-10,000",2606,3.68,20651043
2017-08-04,0050,"30,001-40,000",180,1.15,6466644
2017-08-04,0050,"50,001-100,000",190,2.44,13731506
2017-08-04,0050,"200,001-400,000",41,2.14,12014616
2017-08-04,0050,"10,001-15,000",709,1.63,9167408
2017-08-04,0050,"800,001-1,000,000",7,1.11,6243000
2017-08-04,0050,"40,001-50,000",118,0.97,5441668
2017-08-04,0050,"15,001-20,000",467,1.53,8603017
2017-08-04,0050,"600,001-800,000",4,0.5,2821000
2017-08-04,0050,"1,000-5,000",24022,8.22,46099212
2017-08-04,0050,"100,001-200,000",74,1.93,10851015
2017-08-04,0050,1-999,9031,0.31,1744632
2017-08-04,0050,total,37895,100.0,560500000
2017-08-04,0050,"more than 1,000,001",43,71.18,399013002
2017-08-11,0050,"10,001-15,000",716,1.64,9237585
2017-08-11,0050,"800,001-1,000,000",6,0.95,5377000
2017-08-11,0050,1-999,9180,0.31,1776854
2017-08-11,0050,"5,001-10,000",2594,3.66,20532747
2017-08-11,0050,"15,001-20,000",470,1.54,8642775
2017-08-11,0050,"200,001-400,000",43,2.27,12725328
2017-08-11,0050,"50,001-100,000",186,2.4,13492506
2017-08-11,0050,"30,001-40,000",181,1.16,6545644
2017-08-11,0050,"20,001-30,000",384,1.77,9935598
2017-08-11,0050,"100,001-200,000",75,1.9,10654832
2017-08-11,0050,"40,001-50,000",120,0.99,5560668
2017-08-11,0050,"600,001-800,000",4,0.5,2851000
2017-08-11,0050,"1,000-5,000",23966,8.21,46036056
2017-08-11,0050,"400,001-600,000",14,1.2,6773776
2017-08-11,0050,"more than 1,000,001",44,71.42,400357631
2017-08-11,0050,total,37983,100.0,560500000
2017-08-18,0050,"100,001-200,000",77,1.97,11059832
2017-08-18,0050,"200,001-400,000",41,2.11,11840616
2017-08-18,0050,"50,001-100,000",194,2.52,14145218
2017-08-18,0050,"600,001-800,000",8,0.99,5555174
2017-08-18,0050,"400,001-600,000",14,1.2,6748243
2017-08-18,0050,"10,001-15,000",753,1.73,9711993
2017-08-18,0050,"30,001-40,000",192,1.23,6914844
2017-08-18,0050,"15,001-20,000",494,1.62,9101362
2017-08-18,0050,"800,001-1,000,000",4,0.65,3662000
2017-08-18,0050,"20,001-30,000",396,1.82,10211795
2017-08-18,0050,"1,000-5,000",25180,8.62,48326072
2017-08-18,0050,1-999,9385,0.32,1815031
2017-08-18,0050,"5,001-10,000",2741,3.87,21742130
2017-08-18,0050,"40,001-50,000",122,1.0,5646668
2017-08-18,0050,total,39643,100.0,560500000
2017-08-18,0050,"more than 1,000,001",42,70.29,394019022
2017-08-25,0050,"50,001-100,000",188,2.42,13602506
2017-08-25,0050,"100,001-200,000",77,1.97,11051832
2017-08-25,0050,"5,001-10,000",2722,3.84,21556049
2017-08-25,0050,"800,001-1,000,000",7,1.09,6142883
