date,stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2020-02-17,2618,5223000,144000,37000,1000,5329000,1213392372,46820079,15000,282000,0,46553079,3735717,0
2020-02-18,2618,5329000,115000,79000,0,5365000,1213392372,46553079,267000,0,0,46820079,3775539,0
2020-02-19,2618,5365000,293000,7000,0,5651000,1213392372,46820079,318000,30000,0,47108079,3847017,0
2020-02-20,2618,5651000,308000,67000,20000,5872000,1213392372,47108079,129000,8000,0,47229079,3884221,0
2020-02-21,2618,5872000,182000,52000,0,6002000,1213392372,47229079,607000,0,0,47836079,3922777,0
2020-02-24,2618,6002000,426000,276000,0,6152000,1213392372,47836079,167000,732000,0,47271079,4032460,0
2020-02-25,2618,6152000,131000,290000,0,5993000,1213392372,47271079,159000,976000,0,46454079,4076697,0
2020-02-26,2618,5993000,46000,124000,1000,5914000,1213392372,46454079,347000,0,0,46801079,4133001,0
2020-02-27,2618,5914000,108000,399000,0,5623000,1213392372,46801079,4082000,19000,0,50864079,4348207,0
2020-03-02,2618,5623000,165000,901000,0,4887000,1213392372,50864079,3957000,236000,0,54585079,4518553,0
2020-03-03,2618,4887000,190000,84000,0,4993000,1213392372,54585079,1172000,657000,0,55100079,4554735,0
2020-03-04,2618,4993000,206000,202000,0,4997000,1213392372,55100079,839000,757000,0,55182079,4645843,0
2020-03-05,2618,4997000,730000,193000,0,5534000,1213392372,55182079,343000,4863000,0,50662079,4605188,0
2020-03-06,2618,5534000,564000,233000,0,5865000,1213392372,50662079,904000,0,0,51566079,4565764,0
2020-03-09,2618,5865000,463000,571000,0,5757000,1213392372,51566079,4405000,930000,0,55041079,4572597,0
2020-03-10,2618,5757000,780000,308000,0,6229000,1213392372,55041079,4848000,437000,0,59452079,4706553,0
2020-03-11,2618,6229000,355000,630000,250000,5704000,1213392372,59452079,1168000,721000,0,59899079,4832547,0
2020-03-12,2618,5704000,1559000,699000,0,6564000,1213392372,59899079,772000,17000,0,60654079,5052825,0
2020-03-13,2618,6564000,785000,1890000,0,5459000,1213392372,60654079,1332000,3000,0,61983079,4930193,0
2020-03-16,2618,5459000,1626000,1343000,708000,5034000,1213392372,61983079,2221000,2456000,0,61748079,4997533,0
2020-03-17,2618,5034000,1199000,1187000,1200000,3846000,1213392372,61748079,1323000,2715599,0,60355480,5109205,0
2020-03-18,2618,3846000,2686000,807000,336000,5389000,1213392372,60355480,6101000,123000,0,66333480,1816279,0
2020-03-19,2618,5389000,1755000,2786000,6000,4352000,1213392372,66333480,1182000,559000,0,66956480,1930930,0
2020-03-20,2618,4352000,0,4146000,1000,205000,1213392372,66956480,1791000,145000,0,68602480,2024794,0
2020-03-23,2618,205000,0,0,205000,0,1213392372,68602480,2122000,200000,0,70524480,2093564,0
2020-03-24,2618,0,0,0,0,0,1213392372,70524480,2097000,311000,0,72310480,2186736,0
2020-03-25,2618,0,0,0,0,0,1213392372,72310480,1298000,0,0,73608480,2345546,0
2020-03-26,2618,0,3921000,0,0,3921000,1213392372,73608480,612000,2375000,0,71845480,2384666,0
2020-03-27,2618,3921000,2206000,217000,0,5910000,1213392372,71845480,171000,1803000,0,70213480,2421408,0
2020-03-30,2618,5910000,1133000,1350000,0,5693000,1213392372,70213480,764000,0,0,70977480,2455609,0
2020-03-31,2618,5693000,957000,247000,14000,6389000,1213392372,70977480,250000,237000,0,70990480,2488632,0
2020-04-01,2618,6389000,748000,255000,1000,6881000,1213392372,70990480,1010000,589000,0,71411480,2505572,0
2020-04-06,2618,6881000,847000,517000,2000,7209000,1213392372,71411480,1190000,1056000,0,71545480,2539689,0
2020-04-07,2618,7209000,578000,397000,0,7390000,1213392372,71545480,497000,8750000,0,63292480,2575541,0
2020-04-08,2618,7390000,764000,508000,6000,7640000,1213392372,63292480,462000,177000,0,63577480,2657867,0
2020-04-09,2618,7640000,1752000,910000,0,8482000,1213392372,63577480,1615000,604000,0,64588480,2821928,0
2020-04-10,2618,8482000,426000,306000,0,8602000,1213392372,64588480,492000,691000,0,64389480,2882914,0
2020-04-13,2618,8602000,218000,398000,0,8422000,1213392372,64389480,959000,2314000,0,63034480,2892556,0
2020-04-14,2618,8422000,128000,231000,0,8319000,1213392372,63034480,2890000,0,0,65924480,2870412,0
2020-04-15,2618,8319000,389000,739000,0,7969000,1213392372,65924480,2870000,373000,0,68421480,2898158,0
2020-04-16,2618,7969000,383000,218000,0,8134000,1213392372,68421480,2895000,316000,0,71000480,2920097,0
2020-04-17,2618,8134000,440000,167000,0,8407000,1213392372,71000480,2915000,1359000,0,72556480,2959896,0
2020-04-20,2618,8407000,663000,234000,0,8836000,1213392372,72556480,2381000,288000,0,74649480,2984683,0
2020-04-21,2618,8836000,573000,582000,0,8827000,1213392372,74649480,1314000,7000,0,75956480,2997762,0
2020-04-22,2618,8827000,323000,518000,0,8632000,1213392372,75956480,610000,0,0,76566480,2991038,0
2020-04-23,2618,8632000,204000,71000,100000,8665000,1213392372,76566480,445000,0,0,77011480,2964092,0
2020-04-24,2618,8665000,98000,111000,0,8652000,1213392372,77011480,282000,338000,0,76955480,2949288,0
2020-04-27,2618,8652000,166000,72000,0,8746000,1213392372,76955480,379000,0,0,77334480,2920446,0
2020-04-28,2618,8746000,434000,342000,0,8838000,1213392372,77334480,223000,2515000,0,75042480,2963858,0
2020-04-29,2618,8838000,722000,1048000,0,8512000,1213392372,75042480,1324000,723000,0,75643480,3168968,0
2020-04-30,2618,8512000,1064000,308000,0,9268000,1213392372,75643480,1888000,845000,0,76686480,3235605,0
2020-05-04,2618,9268000,1274000,508000,0,10034000,1213392372,76686480,1255000,517000,0,77424480,3170093,0
2020-05-05,2618,10034000,468000,133000,0,10369000,1213392372,77424480,1561000,0,0,78985480,3083693,0
2020-05-06,2618,10369000,328000,130000,50000,10517000,1213392372,78985480,874000,1020000,0,78839480,2995557,0
2020-05-07,2618,10517000,305000,72000,20000,10730000,1213392372,78839480,1291000,235000,0,79895480,2929960,0
2020-05-08,2618,10730000,99000,48000,0,10781000,1213392372,79895480,2218000,593000,0,81520480,2856046,0
2020-05-11,2618,10781000,515000,279000,0,11017000,1213392372,81520480,438000,1888000,0,80070480,2758218,0
2020-05-12,2618,11017000,248000,195000,0,11070000,1213392372,80070480,1796000,0,0,81866480,2732765,0
2020-05-13,2618,11070000,95000,73000,0,11092000,1213392372,81866480,1193000,77000,0,82982480,2667107,0
2020-05-14,2618,11092000,434000,343000,0,11183000,1213392372,82982480,2218000,218000,0,84982480,2639380,0
2020-05-15,2618,11183000,26000,309000,18000,10882000,1213392372,84982480,2639000,0,0,87621480,2626051,0
2020-05-18,2618,10882000,221000,494000,0,10609000,1213392372,87621480,2626000,178000,0,90069480,2628130,0
2020-05-19,2618,10609000,157000,159000,0,10607000,1213392372,90069480,2628000,170000,0,92527480,2652152,0
2020-05-20,2618,10607000,392000,97000,0,10902000,1213392372,92527480,1513000,1141000,0,92899480,2695486,0
2020-05-21,2618,10902000,53000,55000,0,10900000,1213392372,92899480,2470000,1087000,0,94282480,2648027,0
2020-05-22,2618,10900000,11000,315000,0,10596000,1213392372,94282480,2431000,1000,0,96712480,2482819,0
2020-05-25,2618,10596000,27000,522000,0,10101000,1213392372,96712480,2348000,0,0,99060480,2433610,0
2020-05-26,2618,10101000,31000,332000,0,9800000,1213392372,99060480,2433000,0,0,101493480,2441498,0
2020-05-27,2618,9800000,248000,333000,0,9715000,1213392372,101493480,2390000,1979000,0,101904480,2504408,0
2020-05-28,2618,9715000,19000,290000,52000,9392000,1213392372,101904480,2357000,1917000,0,102344480,2470147,0
2020-05-29,2618,9392000,22000,300000,0,9114000,1213392372,102344480,293000,307000,0,102330480,2524147,0
2020-06-01,2618,9114000,11000,130000,0,8995000,1213392372,102330480,234000,0,0,102564480,2483794,0
2020-06-02,2618,8995000,264000,158000,0,9101000,1213392372,102564480,341000,6348000,0,96557480,2466744,0
2020-06-03,2618,9101000,23000,94000,0,9030000,1213392372,96557480,23000,626000,0,95954480,2464695,0
2020-06-04,2618,9030000,160000,117000,0,9073000,1213392372,95954480,301000,0,0,96255480,2498437,0
2020-06-05,2618,9073000,399000,701000,50000,8721000,1213392372,96255480,2305000,641000,0,97919480,2727100,0
2020-06-08,2618,8721000,472000,98000,0,9095000,1213392372,97919480,2727000,356000,0,100290480,2825264,0
2020-06-09,2618,9095000,97000,27000,14000,9151000,1213392372,100290480,835000,1132000,0,99993480,8502446,0
2020-06-10,2618,9151000,87000,57000,0,9181000,1213392372,99993480,895000,5159000,0,95729480,8234733,0
2020-06-11,2618,9181000,98000,329000,0,8950000,1213392372,95729480,2130000,2014000,0,95845480,7738248,0
2020-06-12,2618,8950000,219000,374000,0,8795000,1213392372,95845480,1410000,5028000,0,92227480,7418951,0
2020-06-15,2618,8795000,164000,272000,150000,8537000,1213392372,92227480,906000,450000,0,92683480,7308593,0
2020-06-16,2618,8537000,111000,63000,0,8585000,1213392372,92683480,1857000,573000,0,93967480,7303410,0
2020-06-17,2618,8585000,85000,70000,0,8600000,1213392372,93967480,3575000,0,0,97542480,7289576,0
2020-06-18,2618,8600000,48000,41000,0,8607000,1213392372,97542480,709000,100000,0,98151480,7299097,0
2020-06-19,2618,8607000,22000,113000,0,8516000,1213392372,98151480,791000,1001000,0,97941480,7244608,0
2020-06-22,2618,8516000,26000,97000,0,8445000,1213392372,97941480,2241000,654000,0,99528480,7105332,0
2020-06-23,2618,8445000,13000,170000,0,8288000,1213392372,99528480,1335000,724000,0,100139480,7024635,0
2020-06-24,2618,8288000,31000,34000,0,8285000,1213392372,100139480,857000,1392000,0,99604480,7032254,0
2020-06-29,2618,8285000,244000,119000,0,8410000,1213392372,99604480,2800000,0,0,102404480,7014958,0
2020-06-30,2618,8410000,36000,219000,0,8227000,1213392372,102404480,261000,162000,0,102503480,6937548,0
2020-07-01,2618,8227000,13000,18000,0,8222000,1213392372,102503480,2921000,18000,0,105406480,6890166,0
2020-07-02,2618,8222000,109000,63000,100000,8168000,1213392372,105406480,932000,435000,0,105903480,6680010,0
2020-07-03,2618,8168000,34000,20000,0,8182000,1213392372,105903480,1104000,0,0,107007480,6467428,0
2020-07-06,2618,8182000,20000,76000,0,8126000,1213392372,107007480,604000,0,0,107611480,6401019,0
2020-07-07,2618,8126000,86000,1249000,0,6963000,1213392372,107611480,3470000,10000,0,111071480,6551922,0
2020-07-08,2618,6963000,34000,53000,0,6944000,1213392372,111071480,2530000,363000,0,113238480,6704526,0
2020-07-09,2618,6944000,6000,178000,0,6772000,1213392372,113238480,3072000,87000,0,116223480,6708803,0
2020-07-10,2618,6772000,51000,130000,20000,6673000,1213392372,116223480,2695000,177000,0,118741480,6464132,0
2020-07-13,2618,6673000,137000,331000,0,6479000,1213392372,118741480,3058000,85000,0,121714480,6348615,0
2020-07-14,2618,6479000,55000,106000,0,6428000,1213392372,121714480,1686000,0,0,123400480,6079195,0
2020-07-15,2618,6428000,16000,66000,0,6378000,1213392372,123400480,2182000,0,0,125582480,6020578,0
2020-07-16,2618,6378000,266000,40000,0,6604000,1213392372,125582480,2328000,216000,0,127694480,6025143,0
2020-07-17,2618,6604000,19000,129000,0,6494000,1213392372,127694480,974000,58000,0,128610480,5896494,0
2020-07-20,2618,6494000,30000,31000,5000,6488000,1213392372,128610480,1018000,0,0,129628480,5682024,0
2020-07-21,2618,6488000,34000,56000,0,6466000,1213392372,129628480,1707000,2157000,0,129178480,4952835,0
2020-07-22,2618,6466000,5000,46000,0,6425000,1213392372,129178480,293000,0,0,129471480,4596927,0
2020-07-23,2618,6425000,0,266000,0,6159000,1213392372,129471480,783000,3163000,0,127091480,4481432,0
2020-07-24,2618,6159000,183000,116000,1000,6225000,1213392372,127091480,255000,740000,0,126606480,4340673,0
2020-07-27,2618,6225000,119000,267000,0,6077000,1213392372,126606480,867000,512000,0,126961480,4158198,0
2020-07-28,2618,6077000,95000,567000,0,5605000,1213392372,126961480,1163000,28506000,0,99618480,4103793,0
2020-07-29,2618,5605000,383000,36000,0,5952000,1213392372,99618480,1656000,128000,0,101146480,4009757,0
2020-07-30,2618,5952000,12000,106000,0,5858000,1213392372,101146480,418000,35000,0,101529480,3860948,0
2020-07-31,2618,5858000,87000,116000,0,5829000,1213392372,101529480,514000,897000,0,101146480,3757767,0
2020-08-03,2618,5829000,29000,174000,0,5684000,1213392372,101146480,1676000,497000,0,102325480,3800914,0
2020-08-04,2618,5684000,4000,94000,0,5594000,1213392372,102325480,1178000,1221000,0,102282480,3761647,0
2020-08-05,2618,5594000,75000,44000,0,5625000,1213392372,102282480,405000,145000,0,102542480,3741366,0
2020-08-06,2618,5625000,137000,201000,0,5561000,1213392372,102542480,801000,500000,0,102843480,3781287,0
2020-08-07,2618,5561000,19000,146000,0,5434000,1213392372,102843480,3333000,1392000,0,104784480,3928240,0
2020-08-10,2618,5434000,96000,69000,100000,5361000,1213392372,104784480,304000,793000,0,104295480,4070673,0
2020-08-11,2618,5361000,32000,34000,0,5359000,1213392372,104295480,537000,1480000,0,103352480,4105038,0
2020-08-12,2618,5359000,22000,69000,0,5312000,1213392372,103352480,119000,2050000,0,101421480,4122369,0
2020-08-13,2618,5312000,19000,15000,0,5316000,1213392372,101421480,196000,3744000,0,97873480,4172267,0
2020-08-14,2618,5316000,39000,124000,0,5231000,1213392372,97873480,55000,1851000,0,96077480,4218460,0
2020-08-17,2618,5231000,55000,118000,66000,5102000,1213392372,96077480,389000,1000000,0,95466480,4371926,0
2020-08-18,2618,5102000,11000,110000,379000,4624000,1213392372,95466480,550000,1965000,0,94051480,4217892,0
2020-08-19,2618,4624000,23000,190000,0,4457000,1213392372,94051480,545000,4040000,0,90556480,4083833,0
2020-08-20,2618,4457000,3000,388000,0,4072000,1213392372,90556480,406000,1791000,0,89171480,4120380,0
2020-08-21,2618,4072000,598000,59000,0,4611000,1213392372,89171480,172000,972980,0,88370500,4127083,0
2020-08-24,2618,4611000,619000,192000,270000,4768000,1213392372,88370500,407000,352000,0,88425500,4094398,0
2020-08-25,2618,4768000,41000,200000,0,4609000,1213392372,88425500,58000,1808000,0,86675500,4325680,0
2020-08-26,2618,4609000,16000,973000,205000,3447000,1213392372,86675500,0,732000,0,85943500,4384707,0
2020-08-27,2618,3447000,14000,1696000,3000,1762000,1213392372,85943500,52000,517000,0,85478500,4381118,0
2020-08-28,2618,1762000,0,1165000,322000,275000,1213392372,85478500,50000,37000,0,85491500,4542016,0
2020-08-31,2618,275000,0,0,275000,0,1213392372,85491500,745000,456000,0,85780500,4981801,0
2020-09-01,2618,0,0,0,0,0,1213392372,85780500,501000,2365000,0,83916500,5039265,0
2020-09-02,2618,0,0,0,0,0,1213392372,83916500,0,3707000,0,80209500,5109671,0
2020-09-03,2618,0,129000,0,0,129000,1213392372,80209500,94000,2668000,0,77635500,5237177,0
2020-09-04,2618,129000,372000,6000,0,495000,1213392372,77635500,0,0,0,77635500,5352240,0
2020-09-07,2618,495000,49000,3000,0,541000,1213392372,77635500,9000,3423000,0,74221500,5647218,0
2020-09-08,2618,541000,174000,31000,0,684000,1213392372,74221500,3000,12569000,0,61655500,5884420,0
2020-09-09,2618,684000,12000,165000,0,531000,1213392372,61655500,74000,5615000,0,56114500,5920155,0
2020-09-10,2618,531000,115000,19000,0,627000,1213392372,56114500,4000,1033000,0,55085500,6091881,0
2020-09-11,2618,627000,125000,109000,0,643000,1213392372,55085500,674000,1930000,0,53829500,6184798,0
2020-09-14,2618,643000,16000,151000,0,508000,1213392372,53829500,1263000,1069000,0,54023500,6182128,0
2020-09-15,2618,508000,67000,18000,0,557000,1213392372,54023500,0,327000,0,53696500,6163648,0
2020-09-16,2618,557000,40000,101000,0,496000,1213392372,53696500,1088000,711000,0,54073500,6154677,0
2020-09-17,2618,496000,33000,0,0,529000,1213392372,54073500,299000,0,0,54372500,6080763,0
2020-09-18,2618,529000,14000,15000,0,528000,1213392372,54372500,494000,0,0,54866500,5925912,0
2020-09-21,2618,528000,1000,62000,0,467000,1213392372,54866500,962000,1585000,0,54243500,5720096,0
2020-09-22,2618,467000,60000,43000,0,484000,1213392372,54243500,1037000,120000,0,55160500,5745839,0
2020-09-23,2618,484000,32000,37000,0,479000,1213392372,55160500,3066000,339000,0,57887500,5736453,0
2020-09-24,2618,479000,10000,54000,0,435000,1213392372,57887500,4639000,104000,0,62422500,5807213,0
2020-09-25,2618,435000,8000,5000,0,438000,1213392372,62422500,5807000,76000,0,68153500,5776580,0
2020-09-28,2618,438000,54000,105000,0,387000,1213392372,68153500,2607000,0,0,70760500,5598045,0
2020-09-29,2618,387000,51000,3000,0,435000,1213392372,70760500,1183000,241000,0,71702500,5511548,0
2020-09-30,2618,435000,0,22000,0,413000,1213392372,71702500,3878000,564000,0,75016500,5463459,0
2020-10-05,2618,413000,22000,6000,0,429000,1213392372,75016500,5463000,0,0,80479500,5409699,0
2020-10-06,2618,429000,27000,4000,0,452000,1213392372,80479500,2071000,0,0,82550500,5339883,0
2020-10-07,2618,452000,2000,2000,0,452000,1213392372,82550500,1342000,432000,0,83460500,5335450,0
2020-10-08,2618,452000,1000,2000,0,451000,1213392372,83460500,1474000,197000,0,84737500,5068071,0
2020-10-12,2618,451000,35000,1000,0,485000,1213392372,84737500,2902000,275000,0,87364500,4987101,0
2020-10-13,2618,485000,9000,62000,0,432000,1213392372,87364500,4987000,133000,0,92218500,4939299,0
2020-10-14,2618,432000,18000,6000,0,444000,1213392372,92218500,4744000,1009000,0,95953500,4817839,0
2020-10-15,2618,444000,20000,14000,0,450000,1213392372,95953500,1815000,5000,0,97763500,4377667,0
2020-10-16,2618,450000,5000,1000,0,454000,1213392372,97763500,2152000,216000,0,99699500,4327848,0
2020-10-19,2618,454000,115000,6000,0,563000,1213392372,99699500,2280000,0,0,101979500,4269926,0
2020-10-20,2618,563000,303000,2000,0,864000,1213392372,101979500,3677000,0,0,105656500,4132932,0
2020-10-21,2618,864000,581000,58000,0,1387000,1213392372,105656500,2215000,295000,0,107576500,4039272,0
2020-10-22,2618,1387000,132000,40000,0,1479000,1213392372,107576500,3460000,156000,0,110880500,3679553,0
2020-10-23,2618,1479000,597000,36000,0,2040000,1213392372,110880500,2922000,680000,0,113122500,3423832,0
2020-10-26,2618,2040000,908000,0,0,2948000,1213392372,113122500,1396000,255000,0,114263500,3513888,0
2020-10-27,2618,2948000,293000,88000,0,3153000,1213392372,114263500,539000,58000,0,114744500,3384306,0
2020-10-28,2618,3153000,798000,25000,0,3926000,1213392372,114744500,3294000,0,0,118038500,3351194,0
2020-10-29,2618,3926000,361000,151000,0,4136000,1213392372,118038500,2999000,880000,0,120157500,3307515,0
2020-10-30,2618,4136000,186000,1000,0,4321000,1213392372,120157500,1554000,0,0,121711500,3323576,0
2020-11-02,2618,4321000,52000,94000,0,4279000,1213392372,121711500,1613000,0,0,123324500,3298996,0
2020-11-03,2618,4279000,156000,31000,0,4404000,1213392372,123324500,417000,0,0,123741500,3303471,0
2020-11-04,2618,4404000,450000,10000,0,4844000,1213392372,123741500,1415000,0,0,125156500,3350346,0
2020-11-05,2618,4844000,50000,67000,0,4827000,1213392372,125156500,1576000,424000,0,126308500,3348480,0
2020-11-06,2618,4827000,103000,72000,0,4858000,1213392372,126308500,1592000,1000,0,127899500,3304918,0
2020-11-09,2618,4858000,100000,131000,20000,4807000,1213392372,127899500,1897000,0,0,129796500,3322719,0
2020-11-10,2618,4807000,629000,0,0,5436000,1213392372,129796500,341000,0,0,130137500,3711721,0
2020-11-11,2618,5436000,394000,691000,0,5139000,1213392372,130137500,2249000,1274000,0,131112500,5065200,0
2020-11-12,2618,5139000,311000,627000,0,4823000,1213392372,131112500,1780000,364000,0,132528500,5372895,0
2020-11-13,2618,4823000,122000,3000,101000,4841000,1213392372,132528500,1070000,445000,0,133153500,5510827,0
2020-11-16,2618,4841000,85000,39000,0,4887000,1213392372,133153500,765000,235000,0,133683500,5639314,0
2020-11-17,2618,4887000,981000,343000,0,5525000,1213392372,133683500,1270000,2109000,0,132844500,6006981,0
2020-11-18,2618,5525000,2674000,386000,1000,7812000,1213392372,132844500,2502000,1417000,0,133929500,6747966,0
2020-11-19,2618,7812000,1458000,36000,0,9234000,1213392372,133929500,452000,1070000,0,133311500,7113695,0
2020-11-20,2618,9234000,308000,177000,3000,9362000,1213392372,133311500,305000,1000000,0,132616500,7258009,0
2020-11-23,2618,9362000,705000,253000,0,9814000,1213392372,132616500,791000,2035000,0,131372500,7432937,0
2020-11-24,2618,9814000,1485000,522000,1000,10776000,1213392372,131372500,1468000,1504000,0,131336500,7772110,0
2020-11-25,2618,10776000,1936000,514000,0,12198000,1213392372,131336500,2972000,1360000,0,132948500,8910273,0
2020-11-26,2618,12198000,1972000,58000,0,14112000,1213392372,132948500,3143000,1125000,0,134966500,9414483,0
2020-11-27,2618,14112000,239000,594000,4000,13753000,1213392372,134966500,3750000,6214000,0,132502500,9957564,0
2020-11-30,2618,13753000,223000,2352000,0,11624000,1213392372,132502500,1932000,1019000,0,133415500,12767175,0
2020-12-01,2618,11624000,772000,197000,140000,12059000,1213392372,133415500,215000,13604000,0,120026500,13107848,0
2020-12-02,2618,12059000,607000,464000,1000,12201000,1213392372,120026500,5780000,33431068,0,92375432,13864439,0
2020-12-03,2618,12201000,1297000,33000,30000,13435000,1213392372,92375432,5770000,1257000,0,96888432,14484459,0
2020-12-04,2618,13435000,158000,645000,89000,12859000,1213392372,96888432,237000,8892000,0,88233432,14705957,0
2020-12-07,2618,12858000,231000,119000,1000,12969000,1213392372,88233432,646000,153000,0,88726432,14845679,0
2020-12-08,2618,12969000,244000,298000,1000,12914000,1213392372,88726432,1272000,0,0,89998432,15096943,0
2020-12-09,2618,12914000,99000,32000,0,12981000,1213392372,89998432,1875000,11619000,0,80254432,15226579,0
2020-12-10,2618,12981000,131000,121000,0,12991000,1213392372,80254432,885000,0,0,81139432,15371256,0
2020-12-11,2618,12991000,682000,498000,5000,13170000,1213392372,81139432,571000,0,0,81710432,15623433,0
2020-12-14,2618,13170000,1224000,173000,0,14221000,1213392372,81710432,1413000,219000,0,82904432,16047684,0
2020-12-15,2618,14221000,2851000,261000,0,16811000,1213392372,82904432,5513000,712000,0,87705432,18013142,0
2020-12-16,2618,16811000,2794000,52000,54000,19499000,1213392372,87705432,3095000,0,0,90800432,18497513,0
2020-12-17,2618,19499000,1094000,120000,2000,20471000,1213392372,90800432,2361000,0,0,93161432,18744994,0
2020-12-18,2618,20471000,1072000,182000,0,21361000,1213392372,93161432,2695000,175000,0,95681432,19467206,0
2020-12-21,2618,21361000,3713000,484000,0,24590000,1213392372,95681432,4290000,582000,0,99389432,20268120,0
2020-12-22,2618,24590000,2799000,1725000,51000,25613000,1213392372,99389432,5243000,2069000,0,102563432,20780169,0
2020-12-23,2618,25613000,1005000,980000,0,25638000,1213392372,102563432,2795000,0,0,105358432,20288804,0
2020-12-24,2618,25638000,575000,314000,26000,25873000,1213392372,105358432,3536000,1897000,0,106997432,20229820,0
2020-12-25,2618,25873000,574000,235000,269000,25943000,1213392372,106997432,741000,1026000,0,106712432,20284708,0
2020-12-28,2618,25943000,1221000,233000,92000,26839000,1213392372,106712432,5417000,1055000,0,111074432,20556795,0
2020-12-29,2618,26839000,1127000,67000,266000,27633000,1213392372,111074432,5787000,1018000,0,115843432,20631067,0
2020-12-30,2618,27633000,1327000,99000,270000,28591000,1213392372,115843432,899000,1502000,0,115240432,20149924,0
2020-12-31,2618,28591000,818000,56000,130000,29223000,1213392372,115240432,1694000,1695000,0,115239432,19978257,0
2021-01-04,2618,29223000,199000,120000,59000,29243000,1213392372,115239432,1100000,0,0,116339432,20276517,0
2021-01-05,2618,29243000,324000,115000,41000,29411000,1213392372,116339432,939000,1500000,0,115778432,20248346,0
2021-01-06,2618,29411000,41000,231000,92000,29129000,1213392372,115778432,2905000,2697000,0,115986432,20026382,0
2021-01-07,2618,29129000,43000,1056000,185000,27931000,1213392372,115986432,2591000,0,0,118577432,19043849,0
2021-01-08,2618,27931000,67000,1098000,899000,26001000,1213392372,118577432,1443000,1714000,0,118306432,18653820,0
2021-01-11,2618,26001000,12000,3163000,275000,22575000,1213392372,118306432,418000,62000,0,118662432,18213618,0
2021-01-12,2618,22575000,199000,5229000,210000,17335000,1213392372,118662432,1616000,124000,0,120154432,15590474,0
2021-01-13,2618,17335000,107000,565000,52000,16825000,1213392372,120154432,688000,13000,0,120829432,15312214,0
2021-01-14,2618,16825000,85000,148000,48000,16714000,1213392372,120829432,1975000,2114000,0,120690432,14665483,0
2021-01-15,2618,16714000,125000,1310000,308000,15221000,1213392372,120690432,1813000,3323000,0,119180432,14315799,0
2021-01-18,2618,15221000,335000,279000,38000,15239000,1213392372,119180432,998000,0,0,120178432,14205007,0
2021-01-19,2618,15239000,38000,30000,88000,15159000,1213392372,120178432,728000,2177000,0,118729432,13987506,0
2021-01-20,2618,15159000,26000,675000,500000,14010000,1213392372,118729432,1400000,5074000,0,115055432,13917958,0
2021-01-21,2618,14010000,95000,579000,358000,13168000,1213392372,115055432,931000,2328000,0,113658432,13762289,0
2021-01-22,2618,13168000,36000,177000,460000,12567000,1213392372,113658432,138000,4155000,0,109641432,13634523,0
2021-01-25,2618,12567000,1000,150000,408000,12010000,1213392372,109641432,606000,2270000,0,107977432,13418688,0
2021-01-26,2618,12010000,14000,382000,478000,11164000,1213392372,107977432,938000,2234000,0,106681432,13052895,0
2021-01-27,2618,11164000,1882000,54000,26000,12966000,1213392372,106681432,3334000,1486000,0,108529432,11535525,0
2021-01-28,2618,12966000,1187000,9000,0,14144000,1213392372,108529432,2699000,183000,0,111045432,11446283,0
2021-01-29,2618,14144000,61000,194000,0,14011000,1213392372,111045432,2629000,1767932,0,111906500,11414626,0
2021-02-01,2618,14011000,297000,110000,0,14198000,1213392372,111906500,398000,2780000,0,109524500,10869976,0
2021-02-02,2618,14198000,43000,99000,41000,14101000,1213392372,109524500,1886000,2469000,0,108941500,10116906,0
2021-02-03,2618,14101000,12000,54000,0,14059000,1213392372,108941500,1788000,1684000,0,109045500,9169296,0
2021-02-04,2618,14059000,180000,13000,0,14226000,1213392372,109045500,181000,909000,0,108317500,8318841,0
2021-02-05,2618,14226000,612000,2297000,0,12541000,1213392372,108317500,822000,2011000,0,107128500,8426475,0
2021-02-17,2618,12541000,143000,1000,0,12683000,1213392372,107128500,916000,484000,-1422000,106138500,8617266,0
2021-02-18,2618,12683000,92000,139000,123000,12513000,1213392372,106138500,1201000,800000,0,106539500,8424740,0
2021-02-19,2618,12513000,161000,109000,0,12565000,1213392372,106539500,94000,5204000,0,101429500,8107242,0
2021-02-22,2618,12565000,1243000,190000,1096000,12522000,1213392372,101429500,33000,3609000,0,97853500,8976069,0
2021-02-23,2618,12522000,13688000,398000,0,25812000,1213392372,97853500,8976000,7420000,0,99409500,10695574,0
2021-02-24,2618,25812000,4852000,149000,315000,30200000,1213392372,99409500,4840000,2155000,0,102094500,11159835,0
2021-02-25,2618,30200000,4625000,916000,518000,33391000,1213392372,102094500,3879000,2060000,0,103913500,13545240,0
2021-02-26,2618,33391000,4578000,779000,370000,36820000,1213392372,103913500,3727000,1717000,0,105923500,16360170,0
2021-03-02,2618,36820000,4444000,617000,7052000,33595000,1213392372,105923500,3038000,5358000,0,103603500,17779255,0
2021-03-03,2618,33595000,891000,393000,3603000,30490000,1213392372,103603500,651000,35000,0,104219500,18531191,0
2021-03-04,2618,30490000,1045000,360000,1689000,29486000,1213392372,104219500,1036000,3759000,0,101496500,18968984,0
